Тик,Уик,Количество избирателей,Полученные бюллетени,Выданные бюллетени в помещении,Выданные бюллетени вне помещения,Погашенные бюллетени,Число бюллетеней в переносных,Число бюллетеней в стационарных,Недействительные бюллетени,Действительные бюллетени,Утраченные бюллетени,Неучтенные бюллетени,Амосов,Беглов,Тихонова
29,2173,2296,2000,579,8,1413,8,579,20,567,0,0,91,405,71
29,2174,2557,2500,624,9,1867,9,621,13,617,0,0,102,395,120
29,2175,1549,1500,384,3,1113,3,384,8,379,0,0,102,183,94
29,2176,1538,1500,371,3,1126,3,371,8,366,0,0,103,141,122
29,2177,1417,1000,332,3,665,3,332,8,327,0,0,109,102,116
29,2178,126,500,126,0,374,0,126,0,126,0,0,12,114,0
29,2179,165,500,123,40,337,40,123,1,162,0,0,16,115,31
30,2233,1907,1500,1235,5,260,5,1231,30,1206,0,0,142,893,171
30,2234,1735,1000,665,29,306,29,664,16,677,0,0,138,414,125
30,2235,1376,1000,386,3,611,3,385,13,375,0,0,93,222,60
30,2236,1156,1000,342,4,654,4,342,18,328,0,0,82,176,70
30,2237,2376,2000,765,8,1227,8,763,36,735,0,0,167,377,191
30,2238,2073,1500,689,5,806,5,687,21,671,0,0,157,387,127
30,2239,2200,2000,599,19,1382,19,592,26,585,0,0,187,301,97
30,2240,2859,2000,731,92,1177,91,728,23,796,0,0,179,431,186
30,2241,1286,1000,366,11,623,11,364,14,361,0,0,101,192,68
30,2242,1052,1000,240,4,756,4,239,4,239,0,0,79,110,50
30,2243,2076,1500,541,61,898,60,539,21,578,0,0,201,292,85
30,2244,1679,1500,479,26,995,26,477,19,484,0,0,115,270,99
30,2245,1423,1000,389,8,603,8,388,7,389,0,0,106,211,72
30,2246,1138,1000,297,13,690,13,288,0,301,0,0,99,151,51
30,2247,1927,1500,471,11,1018,11,460,13,458,0,0,127,229,102
30,2248,1559,1500,443,12,1045,12,441,18,435,0,0,121,219,95
30,2249,1858,1500,505,4,991,4,497,14,487,0,0,140,253,94
30,2250,1821,1500,503,23,974,23,503,23,503,0,0,149,268,86
30,2251,1261,1000,307,10,683,10,307,10,307,0,0,74,164,69
30,2252,1831,1500,411,42,1047,42,410,19,433,0,0,122,223,88
30,2253,2174,1500,567,22,911,22,567,17,572,0,0,166,285,121
30,2254,1596,1500,370,7,1123,7,369,13,363,0,0,102,211,50
30,2255,1359,1000,363,14,623,14,363,15,362,0,0,88,210,64
30,2256,1911,1500,541,36,923,36,532,29,539,0,0,100,323,116
30,2257,1651,1500,477,15,1008,15,477,9,483,0,0,93,295,95
30,2258,1933,1500,457,4,1039,4,455,21,438,0,0,73,270,95
30,2259,2164,2000,586,13,1401,13,586,27,572,0,0,130,314,128
30,2260,1756,1500,517,7,976,7,517,21,503,0,0,126,280,97
30,2261,1360,1000,389,10,601,10,389,15,384,0,0,104,199,81
30,2262,1433,1000,449,12,539,12,445,19,438,0,0,97,258,83
30,2263,2206,2000,588,12,1400,12,588,11,589,0,0,134,354,101
30,2264,2896,2000,811,20,1169,20,810,27,803,0,0,217,339,247
30,2265,1534,1000,460,145,395,145,460,27,578,0,0,110,373,95
30,2266,1601,1500,371,12,1117,12,369,14,367,0,0,74,217,76
30,2267,1795,1500,534,7,959,7,524,18,513,0,0,97,318,98
30,2268,1573,1500,376,11,1113,11,375,15,371,0,0,83,226,62
30,2269,436,300,124,3,173,3,124,2,125,0,0,21,76,28
30,2270,26,500,19,0,481,0,19,2,17,0,0,2,9,6
30,2271,180,500,163,14,323,14,162,5,171,0,0,13,142,16
30,2272,63,500,31,28,441,28,31,3,56,0,0,10,37,9
30,2322,192,250,56,107,87,107,56,2,161,0,0,18,113,30
30,2323,196,250,127,16,107,16,127,4,139,0,0,22,98,19
30,2347,247,300,158,17,125,17,158,2,173,0,0,21,132,20
30,2348,230,250,137,6,107,6,137,3,140,0,0,17,107,16
30,2349,380,400,285,21,94,21,285,5,301,0,0,37,243,21
30,2350,284,300,166,53,81,53,166,0,219,0,0,21,184,14
30,2351,132,150,86,27,37,27,86,2,111,0,0,7,91,13
30,2352,320,350,217,23,110,23,217,4,236,0,0,20,193,23
30,2355,485,500,335,12,153,12,335,2,345,0,0,23,290,32
30,2356,620,650,210,215,225,215,210,3,422,0,0,39,345,38
